Delivery Number: 5, Reason: Missing Weight
Delivery Number: 494189, Reason: Missing Weight
Delivery Number: 494202, Reason: Weight exceeds capacity
Delivery Number: 494205, Reason: Weight cannot be zero or negative
Delivery Number: 494206, Reason: Weight exceeds capacity
Delivery Number: 494210, Reason: Missing Weight
Delivery Number: 494212, Reason: Missing Area
Delivery Number: 494213, Reason: Missing Weight
Delivery Number: 494237, Reason: Missing Area
Delivery Number: 494261, Reason: Weight cannot be zero or negative
Delivery Number: 494264, Reason: Missing Weight
Delivery Number: 494289, Reason: Missing Weight
Delivery Number: 494325, Reason: Weight exceeds capacity
Delivery Number: 494326, Reason: Missing Area
Delivery Number: 494334, Reason: Weight cannot be zero or negative
Delivery Number: 494344, Reason: Weight cannot be zero or negative
Delivery Number: 494346, Reason: Weight exceeds capacity
Delivery Number: 494357, Reason: Missing Priority
Delivery Number: 494375, Reason: Weight cannot be zero or negative
Delivery Number: 494409, Reason: Missing Priority
Delivery Number: 494466, Reason: Missing Priority
Delivery Number: 494472, Reason: Missing Priority
Delivery Number: 494492, Reason: Missing Area
Delivery Number: 494516, Reason: Missing Area
Delivery Number: 494522, Reason: Missing Area
Delivery Number: 494539, Reason: Weight cannot be zero or negative
Delivery Number: 494541, Reason: Weight cannot be zero or negative
Delivery Number: 494542, Reason: Missing Weight
Delivery Number: 494584, Reason: Missing Area
Delivery Number: 494614, Reason: Missing Weight
Delivery Number: 494624, Reason: Weight exceeds capacity
Delivery Number: 494630, Reason: Weight cannot be zero or negative
Delivery Number: 494645, Reason: Weight cannot be zero or negative
Delivery Number: 494649, Reason: Weight cannot be zero or negative
Delivery Number: 494668, Reason: Missing Area
Delivery Number: 494698, Reason: Weight exceeds capacity
Delivery Number: 494700, Reason: Weight exceeds capacity
Delivery Number: 494714, Reason: Missing Weight
Delivery Number: 494718, Reason: Weight cannot be zero or negative
Delivery Number: 494726, Reason: Weight exceeds capacity
Delivery Number: 494732, Reason: Missing Priority
Delivery Number: 494734, Reason: Missing Area
Delivery Number: 494748, Reason: Missing Area
Delivery Number: 494750, Reason: Missing Weight
Delivery Number: 494796, Reason: Weight cannot be zero or negative
Delivery Number: 494797, Reason: Missing Area
Delivery Number: 494802, Reason: Weight cannot be zero or negative
Delivery Number: 494822, Reason: Weight cannot be zero or negative
Delivery Number: 494841, Reason: Weight cannot be zero or negative
Delivery Number: 494845, Reason: Missing Weight
Delivery Number: 494853, Reason: Weight cannot be zero or negative
Delivery Number: 494865, Reason: Missing Weight
Delivery Number: 494880, Reason: Missing Area
Delivery Number: 494882, Reason: Missing Area
Delivery Number: 494884, Reason: Missing Priority
Delivery Number: 494890, Reason: Missing Priority
Delivery Number: 494892, Reason: Missing Weight
Delivery Number: 494897, Reason: Weight exceeds capacity
Delivery Number: 494912, Reason: Weight cannot be zero or negative
Delivery Number: 494928, Reason: Missing Priority
Delivery Number: 494932, Reason: Missing Weight
Delivery Number: 494938, Reason: Weight exceeds capacity
Delivery Number: 494940, Reason: Weight cannot be zero or negative
Delivery Number: 495006, Reason: Missing Weight
Delivery Number: 495035, Reason: Missing Area
Delivery Number: 495039, Reason: Weight cannot be zero or negative
Delivery Number: 495043, Reason: Missing Weight
Delivery Number: 495053, Reason: Missing Area
Delivery Number: 495060, Reason: Missing Weight
Delivery Number: 495061, Reason: Missing Area
Delivery Number: 495074, Reason: Missing Priority
Delivery Number: 495083, Reason: Missing Area
Delivery Number: 495091, Reason: Missing Weight
Delivery Number: 495101, Reason: Missing Weight
Delivery Number: 495111, Reason: Weight cannot be zero or negative
Delivery Number: 495112, Reason: Weight cannot be zero or negative
Delivery Number: 495114, Reason: Weight cannot be zero or negative
Delivery Number: 495118, Reason: Missing Area
Delivery Number: 495124, Reason: Missing Area
Delivery Number: 495134, Reason: Missing Area
Delivery Number: 495136, Reason: Weight cannot be zero or negative
Delivery Number: 495141, Reason: Weight cannot be zero or negative
Delivery Number: 495200, Reason: Missing Priority
Delivery Number: 495206, Reason: Missing Weight
Delivery Number: 495222, Reason: Weight cannot be zero or negative
Delivery Number: 495238, Reason: Missing Area
Delivery Number: 495242, Reason: Missing Priority
Delivery Number: 495244, Reason: Weight exceeds capacity
Delivery Number: 495280, Reason: Missing Weight
Delivery Number: 495283, Reason: Missing Priority
Delivery Number: 495293, Reason: Weight cannot be zero or negative
Delivery Number: 495299, Reason: Missing Priority
Delivery Number: 495309, Reason: Weight cannot be zero or negative
Delivery Number: 495323, Reason: Weight cannot be zero or negative
Delivery Number: 495334, Reason: Missing Area
Delivery Number: 495337, Reason: Weight cannot be zero or negative
Delivery Number: 495356, Reason: Weight cannot be zero or negative
Delivery Number: 495363, Reason: Missing Priority
Delivery Number: 495383, Reason: Weight exceeds capacity
Delivery Number: 495397, Reason: Missing Area
Delivery Number: 495452, Reason: Weight cannot be zero or negative
Delivery Number: 495463, Reason: Missing Area
Delivery Number: 495477, Reason: Missing Area
Delivery Number: 495500, Reason: Missing Priority
Delivery Number: 495514, Reason: Weight exceeds capacity
Delivery Number: 495526, Reason: Missing Area
Delivery Number: 495568, Reason: Missing Area
Delivery Number: 495581, Reason: Weight exceeds capacity
Delivery Number: 495613, Reason: Missing Priority
Delivery Number: 495635, Reason: Missing Priority
Delivery Number: 495674, Reason: Missing Area
Delivery Number: 495701, Reason: Weight exceeds capacity
Delivery Number: 495761, Reason: Weight exceeds capacity
Delivery Number: 495762, Reason: Missing Area
Delivery Number: 495769, Reason: Missing Priority
Delivery Number: 495803, Reason: Weight cannot be zero or negative
Delivery Number: 495805, Reason: Missing Area
Delivery Number: 495831, Reason: Weight cannot be zero or negative
Delivery Number: 495832, Reason: Weight cannot be zero or negative
Delivery Number: 495856, Reason: Weight cannot be zero or negative
Delivery Number: 495872, Reason: Missing Weight
Delivery Number: 495875, Reason: Weight cannot be zero or negative
Delivery Number: 495891, Reason: Weight exceeds capacity
Delivery Number: 495896, Reason: Missing Priority
Delivery Number: 495919, Reason: Missing Weight
Delivery Number: 495926, Reason: Weight cannot be zero or negative
Delivery Number: 495932, Reason: Weight cannot be zero or negative
Delivery Number: 495944, Reason: Weight exceeds capacity
Delivery Number: 495977, Reason: Missing Weight
Delivery Number: 495991, Reason: Missing Area
Delivery Number: 496007, Reason: Missing Priority
Delivery Number: 496014, Reason: Weight cannot be zero or negative
Delivery Number: 496017, Reason: Missing Priority
Delivery Number: 496025, Reason: Weight exceeds capacity
Delivery Number: 496055, Reason: Missing Priority
Delivery Number: 496076, Reason: Missing Area
Delivery Number: 496080, Reason: Weight exceeds capacity
Delivery Number: 496085, Reason: Missing Weight
Delivery Number: 496095, Reason: Weight cannot be zero or negative
Delivery Number: 496098, Reason: Missing Weight
Delivery Number: 496103, Reason: Missing Area
Delivery Number: 496114, Reason: Weight cannot be zero or negative
Delivery Number: 496119, Reason: Weight exceeds capacity
Delivery Number: 496127, Reason: Weight exceeds capacity
Delivery Number: 496136, Reason: Missing Area
Delivery Number: 496138, Reason: Missing Area
Delivery Number: 496145, Reason: Missing Area
Delivery Number: 496156, Reason: Missing Priority
Delivery Number: 496159, Reason: Weight exceeds capacity
Delivery Number: 496163, Reason: Missing Weight
Delivery Number: 496193, Reason: Missing Area
Delivery Number: 496198, Reason: Missing Area
Delivery Number: 496211, Reason: Missing Area
Delivery Number: 496217, Reason: Weight cannot be zero or negative
Delivery Number: 496264, Reason: Weight cannot be zero or negative
Delivery Number: 496265, Reason: Weight exceeds capacity
Delivery Number: 496272, Reason: Missing Area
Delivery Number: 496274, Reason: Weight cannot be zero or negative
Delivery Number: 496292, Reason: Missing Weight
Delivery Number: 496301, Reason: Missing Area
Delivery Number: 496311, Reason: Weight cannot be zero or negative
Delivery Number: 496326, Reason: Missing Area
Delivery Number: 496328, Reason: Weight cannot be zero or negative
Delivery Number: 496333, Reason: Weight cannot be zero or negative
Delivery Number: 496339, Reason: Weight cannot be zero or negative
Delivery Number: 496343, Reason: Missing Area
Delivery Number: 496346, Reason: Weight cannot be zero or negative
Delivery Number: 496351, Reason: Weight exceeds capacity
Delivery Number: 496360, Reason: Missing Weight
Delivery Number: 496361, Reason: Weight cannot be zero or negative
Delivery Number: 496387, Reason: Weight cannot be zero or negative
Delivery Number: 496388, Reason: Missing Priority
Delivery Number: 496390, Reason: Missing Weight
Delivery Number: 496406, Reason: Missing Weight
Delivery Number: 496411, Reason: Missing Priority
Delivery Number: 496433, Reason: Missing Area
Delivery Number: 496434, Reason: Missing Priority
Delivery Number: 496450, Reason: Missing Priority
Delivery Number: 496461, Reason: Missing Weight
Delivery Number: 496480, Reason: Missing Weight
Delivery Number: 496515, Reason: Weight cannot be zero or negative
Delivery Number: 496534, Reason: Missing Area
Delivery Number: 496538, Reason: Missing Area
Delivery Number: 496545, Reason: Weight cannot be zero or negative
Delivery Number: 496547, Reason: Weight cannot be zero or negative
Delivery Number: 496556, Reason: Missing Area
Delivery Number: 496587, Reason: Missing Area
Delivery Number: 496599, Reason: Weight exceeds capacity
Delivery Number: 496606, Reason: Missing Area
Delivery Number: 496616, Reason: Missing Area
Delivery Number: 496619, Reason: Weight exceeds capacity
Delivery Number: 496673, Reason: Weight cannot be zero or negative
Delivery Number: 496683, Reason: Weight exceeds capacity
Delivery Number: 496719, Reason: Weight cannot be zero or negative
Delivery Number: 496725, Reason: Weight cannot be zero or negative
Delivery Number: 496726, Reason: Missing Weight
Delivery Number: 496738, Reason: Weight cannot be zero or negative
Delivery Number: 496741, Reason: Missing Weight
Delivery Number: 496755, Reason: Missing Area
Delivery Number: 496771, Reason: Missing Priority
Delivery Number: 496772, Reason: Weight cannot be zero or negative
Delivery Number: 496784, Reason: Weight exceeds capacity
Delivery Number: 496785, Reason: Missing Area
Delivery Number: 496789, Reason: Missing Priority
Delivery Number: 496812, Reason: Missing Priority
Delivery Number: 496867, Reason: Weight exceeds capacity
Delivery Number: 496870, Reason: Weight exceeds capacity
Delivery Number: 496888, Reason: Weight cannot be zero or negative
Delivery Number: 496903, Reason: Weight cannot be zero or negative
Delivery Number: 496904, Reason: Weight cannot be zero or negative
Delivery Number: 496922, Reason: Missing Weight
Delivery Number: 496939, Reason: Missing Priority
Delivery Number: 496942, Reason: Missing Area
Delivery Number: 496950, Reason: Weight cannot be zero or negative
Delivery Number: 496953, Reason: Missing Weight
Delivery Number: 496954, Reason: Missing Area
Delivery Number: 496967, Reason: Weight cannot be zero or negative
Delivery Number: 496988, Reason: Weight cannot be zero or negative
Delivery Number: 496992, Reason: Missing Area
Delivery Number: 496996, Reason: Missing Priority
Delivery Number: 497003, Reason: Missing Weight
Delivery Number: 497008, Reason: Weight exceeds capacity
Delivery Number: 497017, Reason: Weight cannot be zero or negative
Delivery Number: 497032, Reason: Weight cannot be zero or negative
Delivery Number: 497055, Reason: Weight cannot be zero or negative
Delivery Number: 497088, Reason: Missing Area
Delivery Number: 497090, Reason: Missing Weight
Delivery Number: 497117, Reason: Missing Weight
Delivery Number: 497118, Reason: Missing Priority
Delivery Number: 497120, Reason: Weight cannot be zero or negative
Delivery Number: 497141, Reason: Missing Priority
Delivery Number: 497168, Reason: Weight cannot be zero or negative
Delivery Number: 497180, Reason: Weight cannot be zero or negative
Delivery Number: 497184, Reason: Weight cannot be zero or negative
Delivery Number: 497205, Reason: Missing Weight
Delivery Number: 497232, Reason: Missing Weight
Delivery Number: 497275, Reason: Missing Weight
Delivery Number: 497283, Reason: Weight cannot be zero or negative
Delivery Number: 497286, Reason: Weight cannot be zero or negative
Delivery Number: 497295, Reason: Missing Area
Delivery Number: 497298, Reason: Missing Weight
Delivery Number: 497339, Reason: Missing Priority
Delivery Number: 497393, Reason: Weight cannot be zero or negative
